legacy_nid;legacy_content_type;published;acronym;title;project_name;description_text;description_html;call_programme;kick_off_year;end_year;funding;role;partners;project_url;legacy_path;created_date;updated_date;research_area;research_topics;selected_home;review_status;review_notes
183;scheda_progetto;yes;DORA;DORA - Deployable Optics for Remote sensing Applications;Deployable Optics for Remote sensing Applications;"The objective of the DORA Proposal is to study a Deployable Optical system for Remote Sensing application in the VIS and IR spectral ranges (cameras, imaging spectrometers, Fourier spectrometers, etc.). Similar deployable systems can be used for antennas used in microwave instrumentations (SAR, radiometers, etc.). The range of applications of such optomechanical technologies, in a space environment and onboard small satellites, are potentially very wide extending from Earth Observation satellites, used for environmental monitoring and for risk management, to Solar System exploration missions. There is a considerable advantage in using deployable systems onboard small satellites as these have considerable limitations in some of the resources, mainly mass and volume. The identification of payloads capable of minimising resources usage at launch, still guaranteeing in flight performances analogues to those of more “expensive”, in terms of resources, instruments is an extremely valuable benefit. The capability of using deployable telescopes allows to access scientific objectives and applications otherwise difficult to reach. In this study we will design, realise and test the prototype of a telescope, which uses a mechanical system for its deployment in the operative phase. To demonstrate the capability of using this telescope for Earth Observations the deployable optical system will be interfaced to an infrared Fourier spectrometer, already designed and built (TRL=5) for the ExoMars mission, which will be re-designed to be adapted for its use in an Earth Observation mission. In fact, remote sensing payload in the VIS/IR is strongly handicapped by the limited resources available onboard a mini-satellite which limits the size of the primary mirror, thus resulting in reduced performances in terms of spatial resolution and signal to noise ratio. Precision-deployable, stable, optical benches that fit inside smaller, lower cost launch vehicles and small platform are a prime example of a technology that will yield breakthrough benefits for future scientific as well as more commercially oriented applications. Another important part of the study will be the detailed analysis of a small space platform, which will contain the above payload and will carry out a mission devoted to environmental monitoring.""";"<div>The objective of the DORA Proposal is to study a Deployable Optical system for Remote Sensing application in the VIS and IR spectral ranges (cameras, imaging spectrometers, Fourier spectrometers, etc.). Similar deployable systems can be used for antennas used in microwave instrumentations (SAR, radiometers, etc.).</div><div>The range of applications of such optomechanical technologies, in a space environment and onboard small satellites, are potentially very wide extending from Earth Observation satellites, used for environmental monitoring and for risk management, to Solar System exploration missions.</div><div>There is a considerable advantage in using deployable systems onboard small satellites as these have considerable limitations in some of the resources, mainly mass and volume. The identification of payloads capable of minimising resources usage at launch, still guaranteeing in flight performances analogues to those of more “expensive”, in terms of resources, instruments is an extremely valuable benefit.</div><div>The capability of using deployable telescopes allows to access scientific objectives and applications otherwise difficult to reach. In this study we will design, realise and test the prototype of a telescope, which uses a mechanical system for its deployment in the operative phase. To demonstrate the capability of using this telescope for Earth Observations the deployable optical system will be interfaced to an infrared Fourier spectrometer, already designed and built (TRL=5) for the ExoMars mission, which will be re-designed to be adapted for its use in an Earth Observation mission. In fact, remote sensing payload in the VIS/IR is strongly handicapped by the limited resources available onboard a mini-satellite which limits the size of the primary mirror, thus resulting in reduced performances in terms of spatial resolution and signal to noise ratio.</div><div>Precision-deployable, stable, optical benches that fit inside smaller, lower cost launch vehicles and small platform are a prime example of a technology that will yield breakthrough benefits for future scientific as well as more commercially oriented applications.</div><div>Another important part of the study will be the detailed analysis of a small space platform, which will contain the above payload and will carry out a mission devoted to environmental monitoring.""</div>";MIUR - PON “Research & Innovation”/PNR 2015-2020;2017;;;;;;node/183;2021-11-29;2021-12-01;;;;to review;
184;scheda_progetto;yes;MOQAP;MOQAP - Maritime Operations Quality Assurance Platform;Maritime Operations Quality Assurance Platform;"The goal of the project is to create a service platform that allows you to define, control in near real time, predict and analyze situations that can endanger the performance objectives of a maritime transport operator. The platform is developed as an ecosystem of independent services that cooperate with each other in monitoring, controlling and measuring the performance understood as a set of objectives of different nature that can be configured ex ante, evaluated in itinere, evaluated ex post. The Planning, Monitoring & Control, Business Analysis processes will find concrete and measured benefits from the solutions created with the project. A Smart Alert, Early Response, Business data Analytics platform will be created which makes it possible to make the decision-making chain faster and more effective in circumstances where it is important to respond quickly to critical situations with respect to the achievement of objectives and important analysis to define the performance obtained. and its operating conditions. The MOQAP platform is aimed in particular at the main stakeholders of the maritime transport chain: mainly shipping companies and other actors who interact with the information systems operating in the maritime transport sector. The project activities intend to demonstrate the interoperability of the platform or the vertical growth potential of the ecosystem and the interest of port institutions and authorities or the horizontal growth potential of the ecosystem. """;"<div>The goal of the project is to create a service platform that allows you to define, control in near real time, predict and analyze situations that can endanger the performance objectives of a maritime transport operator.</div><div>The platform is developed as an ecosystem of independent services that cooperate with each other in monitoring, controlling and measuring the performance understood as a set of objectives of different nature that can be configured ex ante, evaluated in itinere, evaluated ex post. The Planning, Monitoring &amp; Control, Business Analysis processes will find concrete and measured benefits from the solutions created with the project. A Smart Alert, Early Response, Business data Analytics platform will be created which makes it possible to make the decision-making chain faster and more effective in circumstances where it is important to respond quickly to critical situations with respect to the achievement of objectives and important analysis to define the performance obtained. and its operating conditions.</div><div>The MOQAP platform is aimed in particular at the main stakeholders of the maritime transport chain: mainly shipping companies and other actors who interact with the information systems operating in the maritime transport sector.</div><div>The project activities intend to demonstrate the interoperability of the platform or the vertical growth potential of the ecosystem and the interest of port institutions and authorities or the horizontal growth potential of the ecosystem. ""</div>";HORIZON 2020 - PON I&C 2014-2020;2016;;;;;;node/184;2021-11-29;2021-12-01;;;;to review;
185;scheda_progetto;yes;ARES;ARES - Robotica autonoma per la nave estesa;Robotica autonoma per la nave estesa;"ARES aims at developing a new paradigm in the marine technology area: a complex system – the ship with all the subsystems (for control, measurement, etc.) – integrated with new marine robotic technologies (a cooperative system of underwater and surface drones), to extend its operability and flexibility of use in many missions: environmental emergencies, support to the defense system, deployment and maintenance for marine renewable energy devices, off-shore platforms, etc. The technology challenge is the development of a new RD&I ecosystem in the shipbuilding and marine robotic sector, which combines the strategic perspective of large industries (to develop dual-use systems integrated into a IoT framework) with the ship-owner perspective (to acquire new marine vehicle capable of cooperative working with swarm of drones). The ambition is to develop research in the robotic framework empowering, by the creation of spin-offs and start-ups, a layer of SME capable of developing robotic vehicles, maritime instrumentation and sensors, ICT systems, data control and analysis, remote control and coordination.""";"<div>ARES aims at developing a new paradigm in the marine technology area: a complex system – the ship with all the subsystems (for control, measurement, etc.) – integrated with new marine robotic technologies (a cooperative system of underwater and surface drones), to extend its operability and flexibility of use in many missions: environmental emergencies, support to the defense system, deployment and maintenance for marine renewable energy devices, off-shore platforms, etc.</div><div>The technology challenge is the development of a new RD&amp;I ecosystem in the shipbuilding and marine robotic sector, which combines the strategic perspective of large industries (to develop dual-use systems integrated into a IoT framework) with the ship-owner perspective (to acquire new marine vehicle capable of cooperative working with swarm of drones).</div><div>The ambition is to develop research in the robotic framework empowering, by the creation of spin-offs and start-ups, a layer of SME capable of developing robotic vehicles, maritime instrumentation and sensors, ICT systems, data control and analysis, remote control and coordination.""</div>";PON “Ricerca e Innovazione” 2014-2020 e FSC, di cui all’Avviso n. 1735/Ric del 13 luglio 2017;2017;;;;;;node/185;2021-12-01;2021-12-01;;;;to review;
186;scheda_progetto;yes;TME;TME - Processo Automatico per l'Implementazione di Tecnologie per la Mobilità Efficiente Navale;Processo Automatico per l'Implementazione di Tecnologie per la Mobilità Efficiente Navale;"""Inglese: The TME project has as its purpose the development of a process technology capable of achieving, with the minimum contribution of the design engineer, the automation of production processes. The T ME project intends to work on the development of the production process of retrofitting boats with Dual Fuel and hydrofoil technologies through the use of equipment equipped with sensors for the law of data, software and specific algorithms. The project aims at a high level of automation of the entire retrofit process of boats, from the acquisition of geometric and center of gravity data of the vessels, to their use for the processing of projects and to the processing of kits that will be automated everything in order to minimize the contribution of the design engineer, moreover it also intends to automate all the experimental aspects for the acquisition of navigation performance and to automate the processing of documentation for the certifying body. The process involves an initial cognitive phase of the vessel to which structural and engine changes are to be made. Once the hull of the boat has been analyzed, a software will process a parameterization of the sheets based on the structural characteristics of the vessel. This will allow to draw up structural calculations of the sheet appendages applied to the hull. The structural and engine analysis will also make it possible to identify the possible Identities for the retrofit installation of the dual fuel / hybrid system. The analysis and control software must at the same time identify the best configuration for installing the foils. The survey data will allow to automatically formulate the design data of the new hulls with retrofit foil, useful for producing the documentation for the purpose of obtaining the homologation certificate from the reference bodies. """;"<div>""Inglese: The TME project has as its purpose the development of a process technology capable of achieving, with the minimum contribution of the design engineer, the automation of production processes. The T ME project intends to work on the development of the production process of retrofitting boats with Dual Fuel and hydrofoil technologies through the use of equipment equipped with sensors for the law of data, software and specific algorithms. The project aims at a high level of automation of the entire retrofit process of boats, from the acquisition of geometric and center of gravity data of the vessels, to their use for the processing of projects and to the processing of kits that will be automated everything in order to minimize the contribution of the design engineer, moreover it also intends to automate all the experimental aspects for the acquisition of navigation performance and to automate the processing of documentation for the certifying body. The process involves an initial cognitive phase of the vessel to which structural and engine changes are to be made. Once the hull of the boat has been analyzed, a software will process a parameterization of the sheets based on the structural characteristics of the vessel. This will allow to draw up structural calculations of the sheet appendages applied to the hull. The structural and engine analysis will also make it possible to identify the possible Identities for the retrofit installation of the dual fuel / hybrid system. The analysis and control software must at the same time identify the best configuration for installing the foils. The survey data will allow to automatically formulate the design data of the new hulls with retrofit foil, useful for producing the documentation for the purpose of obtaining the homologation certificate from the reference bodies.&nbsp;</div><div>""</div>";PON I&C 2014-2020, di cui al D.M. 5 marzo 2018 Capo III;2019;;;;;;node/186;2021-12-01;2021-12-01;;;;to review;
187;scheda_progetto;yes;SMILE;SMILE - Satellite Multicostellation Identification techniques for Liable Enhahced applications;Satellite Multicostellation Identification techniques for Liable Enhahced applications;The project aims to develop a component (called i-Cometa) whose level of innovation is such as to make it essential for the development of sustainable mobility, through social innovation actions such as Car Sharing / Boat Sharing / Fleet Management / Easy Parking, in a context where the Smart Cities paradigm is declined according to a Human Vision, that is, according to a perspective that focuses on the needs of citizens / communities as the main actors of urban intelligence.;"<p>The project aims to develop a component (called i-Cometa) whose level of innovation is such as to make it essential for the development of sustainable mobility, through social innovation actions such as Car Sharing / Boat Sharing / Fleet Management / Easy Parking, in a context where the Smart Cities paradigm is declined according to a Human Vision, that is, according to a perspective that focuses on the needs of citizens / communities as the main actors of urban intelligence.&nbsp;</p>";Bando Periodico Riservato alle PMI – BANDO TEMATICO 04 “Navigazione e Osservazione della Terra: utilizzo delle infrastrutture spaziali nazionali e comunitarie”;2014;;;;;;node/187;2021-12-01;2021-12-01;;;;to review;
188;scheda_progetto;yes;CARINA;CARINA - CAR sharing Integrated NAvigation system;CAR sharing Integrated NAvigation system;The project aims to develop a component (called i-Cometa) whose level of innovation is such as to make it essential for the development of sustainable mobility, through social innovation actions such as Car Sharing / Boat Sharing / Fleet Management / Easy Parking, in a context where the Smart Cities paradigm is declined according to a Human Vision, that is, according to a perspective that focuses on the needs of citizens / communities as the main actors of urban intelligence.;"<p>The project aims to develop a component (called i-Cometa) whose level of innovation is such as to make it essential for the development of sustainable mobility, through social innovation actions such as Car Sharing / Boat Sharing / Fleet Management / Easy Parking, in a context where the Smart Cities paradigm is declined according to a Human Vision, that is, according to a perspective that focuses on the needs of citizens / communities as the main actors of urban intelligence.&nbsp;</p>";POR CAMPANIA FESR  2007-2013 (interventi a favore delle PMI e degli organismi di ricerca - sportello dell'innovazione di cui al D.D. n. 1 del 5/2/2014;2014;;;;;;node/188;2021-12-01;2021-12-01;;;;to review;
189;scheda_progetto;yes;MARELAB;MARELAB - Costituzione del Centro Sperimentale delle competenze nell'area dell'Economia del Mare e dei trasporti Marittimi;Costituzione del Centro Sperimentale delle competenze nell'area dell'Economia del Mare e dei trasporti Marittimi;;;POR Campania 2007-2013, D.G.R. n. 1368 del 06/08/2009 - D.D. n. 334 del 23/12/2009;2013;;;;;;node/189;2021-12-01;2021-12-01;;;;to review;
190;scheda_progetto;yes;;Sicurezza della Navigazione: Sistema di Monitoraggio dei moti nave e dei loro effetti sulle persone imbarcate ai fini del miglioramento della sicurezza e dell’ergonomia a bordo;Sicurezza della Navigazione: Sistema di Monitoraggio dei moti nave e dei loro effetti sulle persone imbarcate ai fini del miglioramento della sicurezza e dell’ergonomia a bordo;;;Legge Regionale N.5 del 28.03.2002 per l’annualità 2009 ;2009;;;;;;node/190;2021-12-01;2021-12-01;;;;to review;
