publication_id,year,date,title,authors,pang_faculty_authors,document_type,source_title,tertiary_title,publisher,place_published,volume,issue,pages,doi,doi_normalized,issn,isbn,url,abstract,language,source,legacy_nid,legacy_status,include_in_master,data_quality_flags,scopus_eid,verification_status,verification_source_url
drupal-222,2020,,Sea state monitoring based on ship motion measurements onboard an icebreaker in the Antarctic waters,Silvia Pennino; Antonio Angrisano; Salvatore Gaglione; Anna Innac; Vincenzo Piscopo; Antonio Scamardella,Silvia Pennino; Salvatore Gaglione; Vincenzo Piscopo; Antonio Scamardella,Conference Paper,MetroSea 2020 - TC19 International Workshop on Metrology for the Sea,,,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123284262&partnerID=40&md5=3dfc9622ecf64d700fc7bad350f9b1d1,,eng,drupal,222,1,yes,missing_doi,,legacy_drupal_historical,
drupal-200,2020,,THE FUSION of EXTERNAL and INTERNAL 3D PHOTOGRAMMETRIC MODELS AS A TOOL to INVESTIGATE the ANCIENT HUMAN/CAVE INTERACTION: The la SASSA CASE STUDY,L. Alessandri; Valerio Baiocchi; Silvio Del Pizzo; Fabiana Di Ciaccio; Matteo Onori; M.F. Rolfo; Salvatore Troisi,Silvio Del Pizzo; Salvatore Troisi,Conference Paper,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,,,,,,10.5194/isprs-archives-XLIII-B2-2020-1443-2020,10.5194/isprs-archives-XLIII-B2-2020-1443-2020,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091071189&doi=10.5194%2fisprs-archives-XLIII-B2-2020-1443-2020&partnerID=40&md5=e421ade7c6546555e9b8d1fd5d8838c9,,eng,drupal,200,1,yes,,,legacy_drupal_historical,
drupal-199,2020,,Use of the sensors of a latest generation mobile phone for the three-dimensional reconstruction of an archaeological monument: The survey of the Intihuatana stone in Machu Picchu (Peru'),Valerio Baiocchi; Silvio Del Pizzo; Giovanni Pugliano; Matteo Onori; Umberto Robustelli; Salvatore Troisi; Felicia Vatore; F.J. León Trujillo,Silvio Del Pizzo; Salvatore Troisi,Conference Paper,IOP Conference Series: Materials Science and Engineering,,,,,,,10.1088/1757-899X/949/1/012106,10.1088/1757-899X/949/1/012106,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096880615&doi=10.1088%2f1757-899X%2f949%2f1%2f012106&partnerID=40&md5=a6379a25e3e08aabb241ca4063a4af96,,eng,drupal,199,1,yes,,,legacy_drupal_historical,
drupal-154,2019,,Fuzzy logic applied to GNSS,Salvatore Gaglione; Antonio Angrisano; Anna Innac; Silvio Del Pizzo; Antonio Maratea,Salvatore Gaglione; Silvio Del Pizzo,Journal Article,Measurement: Journal of the International Measurement Confederation,,,,136,,314-322,10.1016/j.measurement.2018.12.103,10.1016/j.measurement.2018.12.103,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059515503&doi=10.1016%2fj.measurement.2018.12.103&partnerID=40&md5=c03a37912a86da8003de11f16bf3086d,"Limiting the weight of bad signals can recover the accuracy of the GNSS solution in signal-degraded scenarios, where multipath reflections and obstructions can easily generate multiple blunders. The fuzzy integration of the available information related to the quality of the received signals is exploited in this paper to derive an effective weighting schema in a Weighted Least Square estimation process. To validate the proposed schema, its performance in the position domain is compared to the most common weighting strategies proposed in the literature, based on GPS data collected through two different High Sensitivity GNSS receivers placed in urban canyons and processed in Single Point Positioning using pseudorange measurements. © 2019 Elsevier Ltd",eng,drupal,154,1,yes,,,legacy_drupal_historical,
drupal-153,2019,,Machine Learning application to context recognition of a smartphone in Pedestrian Navigation,Francesco Giordano,,Thesis,,,,,,,,,,,,,,eng,drupal,153,1,yes,missing_doi,,legacy_drupal_historical,
drupal-156,2019,,Mitigation of leverage observation effects in GNSS robust positioning,Antonio Angrisano; Salvatore Gaglione,Salvatore Gaglione,Conference Paper,"2018 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters, MetroSea 2018 - Proceedings",,Institute of Electrical and Electronics Engineers Inc.,,,,,10.1109/MetroSea.2018.8657870,10.1109/MetroSea.2018.8657870,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063866479&doi=10.1109%2fMetroSea.2018.8657870&partnerID=40&md5=05cadc7af731b0d1dffe0c904d6ac49c,"Nowadays GNSSs are the most commonly used systems for localization; they are able to provide user absolute position with metric accuracy in benign environment, i.e. in scenarios without significant obstacles surrounding the user. On the other hand, in harsh scenarios GNSS performance are degraded, owing to the shortage of available measurements and/or to the presence of blunders among them. The blunder issue is usually addressed through RAIM techniques or robust estimation; the latter approach demonstrates often better performance, but suffers anyway the cases of multiple blunders and low redundancy. M-estimators, a particular class of robust estimators, are based on the minimization of functions of least squares residuals. A possible way to strengthen a M-estimator is to take into account for leverage observations, defined as measurements with high potential to affect estimation results. In this work, the Huber M-estimator is adapted to include information about leverage observations and is used to process GPS measurements, collected in harsh environment. The obtained results are very promising, with position errors reduction even beyond 50% with respect to classical Huber method. © 2018 IEEE.",eng,drupal,156,1,yes,,,legacy_drupal_historical,
drupal-155,2019,,Multi-GNSS single frequency precise point positioning,Anna Innac; Salvatore Gaglione; Antonio Angrisano,Salvatore Gaglione,Conference Paper,"2018 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters, MetroSea 2018 - Proceedings",,Institute of Electrical and Electronics Engineers Inc.,,,,,10.1109/MetroSea.2018.8657857,10.1109/MetroSea.2018.8657857,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063905389&doi=10.1109%2fMetroSea.2018.8657857&partnerID=40&md5=fdadaaf98244b0abb0fb6dd39560b864,"Single Frequency-Precise Point Positioning (SF-PPP) processing strategy is a hot topic in GNSS context, owing to the advantages of a stand-alone, accurate and cost efficiency positioning. However, the existing SF-PPP methods can be hardly implemented for high-precision applications due to the large error sources that affect accuracy and converge time of PPP solution. For this aim, the paper proposes a SF-PPP approach based on the processing of code and carrier phase measurements from multi-GNSS constellation. The algorithm is tested using a static data collection carried out in an open-sky scenario. Results show a decimeter level accuracy on horizontal and vertical components of the position. © 2018 IEEE.",eng,drupal,155,1,yes,,,legacy_drupal_historical,
drupal-208,2019,,Multiscale reconstruction of natural and archaeological underwater landscape by optical and acoustic sensors,Gaia Mattei; Salvatore Troisi; Pietro PC Aucelli; Gerardo Pappone; F. Peluso; M. Stefanile,Salvatore Troisi,Conference Paper,"2018 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters, MetroSea 2018 - Proceedings",,,,,,,10.1109/MetroSea.2018.8657872,10.1109/MetroSea.2018.8657872,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062507512&doi=10.1109%2fMetroSea.2018.8657872&partnerID=40&md5=f08590876fd52ce78acbef63d673f66a,,eng,drupal,208,1,yes,"ambiguous_author:Aucelli, P.P.C.",,legacy_drupal_historical,
drupal-206,2019,,Optimization of the maritime signaling in the Venetian Lagoon,Fabiana Di Ciaccio; P. Menegazzo; Salvatore Troisi,Salvatore Troisi,Conference Paper,"2018 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters, MetroSea 2018 - Proceedings",,,,,,,10.1109/MetroSea.2018.8657844,10.1109/MetroSea.2018.8657844,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063895417&doi=10.1109%2fMetroSea.2018.8657844&partnerID=40&md5=e8b850e98d7fec382c94d7fd1d19d08c,,eng,drupal,206,1,yes,,,legacy_drupal_historical,
drupal-207,2019,,Optimization of the maritime signaling system in the lagoon of venice,Fabiana Di Ciaccio; P. Menegazzo; Salvatore Troisi,Salvatore Troisi,Journal Article,Sensors (Switzerland),,,,19,,,10.3390/s19051216,10.3390/s19051216,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062827774&doi=10.3390%2fs19051216&partnerID=40&md5=cd4fcf134389b327a73689ca1733f7ba,,eng,drupal,207,1,yes,,,legacy_drupal_historical,
drupal-157,2019,,Pedestrian localization with PDR supplemented by GNSS,Antonio Angrisano; Mario Vultaggio; Salvatore Gaglione; N. Crocetto,Salvatore Gaglione,Conference Paper,"European Navigation Conference, ENC 2019",,,,,,,10.1109/EURONAV.2019.8714150,10.1109/EURONAV.2019.8714150,,9781538694732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067107796&doi=10.1109%2fEURONAV.2019.8714150&partnerID=40&md5=a7efc198b4f6ca91b8bcdfb0afd7fe5f,,eng,drupal,157,1,yes,,,legacy_drupal_historical,
drupal-168,2019,2019,Performance comparison among multi-GNSS single frequency precise point positioning techniques,Anna Innac; Antonio Angrisano; Salvatore Gaglione; Mario Vultaggio; N. Crocetto,Salvatore Gaglione,Journal Article,Kartografija i Geoinformacije,,,,18,32,80 - 99,,,,1333896X (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084345198&doi=10.32909%2fkg.18.32.6&partnerID=40&md5=b97ced4c8edcbfed63867b718ed8a6e8,,eng,drupal,168,1,yes,missing_doi,,legacy_drupal_historical,
drupal-209,2019,,PHOTOGRAMMETRIC SURVEY with FISHEYE LENS for the CHARACTERIZATION of the la SASSA CAVE,L. Alessandri; Valerio Baiocchi; Silvio Del Pizzo; M.F. Rolfo; Salvatore Troisi,Silvio Del Pizzo; Salvatore Troisi,Conference Paper,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,,,,,10.5194/isprs-archives-XLII-2-W9-25-2019,10.5194/isprs-archives-XLII-2-W9-25-2019,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065400824&doi=10.5194%2fisprs-archives-XLII-2-W9-25-2019&partnerID=40&md5=335e04bffaebad667be2a67ecb809351,,eng,drupal,209,1,yes,,,legacy_drupal_historical,
drupal-158,2019,,Robust Kalman Filter applied to GNSS positioning in harsh environment,Salvatore Gaglione; Antonio Angrisano; N. Crocetto,Salvatore Gaglione,Conference Paper,"European Navigation Conference, ENC 2019",,,,,,,10.1109/EURONAV.2019.8714132,10.1109/EURONAV.2019.8714132,,9781538694732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067099572&doi=10.1109%2fEURONAV.2019.8714132&partnerID=40&md5=c0cb8dcff95f925439f0bd622391205c,,eng,drupal,158,1,yes,,,legacy_drupal_historical,
drupal-205,2019,,Three-dimensional survey of guattari cave with traditional and mobile phone cameras,L. Alessandri; Valerio Baiocchi; Silvio Del Pizzo; Fabiana Di Ciaccio; Matteo Onori; M.F. Rolfo; Salvatore Troisi,Silvio Del Pizzo; Salvatore Troisi,Conference Paper,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,,,,,10.5194/isprs-Archives-XLII-2-W11-37-2019,10.5194/isprs-Archives-XLII-2-W11-37-2019,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065652753&doi=10.5194%2fisprs-Archives-XLII-2-W11-37-2019&partnerID=40&md5=f68c468a1ec426380e016417e2f3a0a0,,eng,drupal,205,1,yes,,,legacy_drupal_historical,
drupal-151,2018,,A comparison between resistant GNSS positioning techniques in harsh environment,Antonio Angrisano; Salvatore Gaglione; Antonio Maratea,Salvatore Gaglione,Conference Paper,"2018 European Navigation Conference, ENC 2018",,,,,,,10.1109/EURONAV.2018.8433232,10.1109/EURONAV.2018.8433232,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052524533&doi=10.1109%2fEURONAV.2018.8433232&partnerID=40&md5=5929842ba87603741907b4d92d16cd2d,,eng,drupal,151,1,yes,,,legacy_drupal_historical,
drupal-152,2018,,A proposed fault detection and exclusion method applied to multi-GNSS single-frequency PPP,Anna Innac; Salvatore Gaglione; Salvatore Troisi; Antonio Angrisano,Salvatore Gaglione; Salvatore Troisi,Conference Paper,"2018 European Navigation Conference, ENC 2018",,,,,,,10.1109/EURONAV.2018.8433231,10.1109/EURONAV.2018.8433231,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052516238&doi=10.1109%2fEURONAV.2018.8433231&partnerID=40&md5=7c480a8e72ecb3ea89f5783aa0fd83be,,eng,drupal,152,1,yes,,,legacy_drupal_historical,
drupal-140,2018,,A resampling strategy based on bootstrap to reduce the effect of large blunders in GPS absolute positioning,Antonio Angrisano; Antonio Maratea; Salvatore Gaglione,Salvatore Gaglione,Journal Article,Journal of Geodesy,,,,,,1-12,10.1007/s00190-017-1046-6,10.1007/s00190-017-1046-6,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022001142&doi=10.1007%2fs00190-017-1046-6&partnerID=40&md5=9893353c2c5296cc57f808acf611717a,"In the absence of obstacles, a GPS device is generally able to provide continuous and accurate estimates of position, while in urban scenarios buildings can generate multipath and echo-only phenomena that severely affect the continuity and the accuracy of the provided estimates. Receiver autonomous integrity monitoring (RAIM) techniques are able to reduce the negative consequences of large blunders in urban scenarios, but require both a good redundancy and a low contamination to be effective. In this paper a resampling strategy based on bootstrap is proposed as an alternative to RAIM, in order to estimate accurately position in case of low redundancy and multiple blunders: starting with the pseudorange measurement model, at each epoch the available measurements are bootstrapped—that is random sampled with replacement—and the generated a posteriori empirical distribution is exploited to derive the final position. Compared to standard bootstrap, in this paper the sampling probabilities are not uniform, but vary according to an indicator of the measurement quality. The proposed method has been compared with two different RAIM techniques on a data set collected in critical conditions, resulting in a clear improvement on all considered figures of merit.",eng,drupal,140,1,yes,,,legacy_drupal_historical,
drupal-147,2018,,A Vision-based navigation system for landing procedure,Silvio Del Pizzo; Umberto Papa; Salvatore Gaglione; Salvatore Troisi; Giuseppe Del Core,Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi,Journal Article,ACTA IMEKO,,,,,,,,,,,,,eng,drupal,147,1,yes,missing_doi,,legacy_drupal_historical,
drupal-146,2018,,Non parametric and robust statistics for indoor distance estimation through BLE,Salvatore Gaglione; Antonio Maratea; Giuseppe Salvi; Antonio Angrisano; Alessandro Nunziata,Salvatore Gaglione,Conference Paper,IEEE EE 2018 proceedings,,,,,,,,,,,,,eng,drupal,146,1,yes,missing_doi,,legacy_drupal_historical,
drupal-148,2018,,Position Accuracy Analysis of a Robust Vision-Based Navigation System,Salvatore Gaglione; Silvio Del Pizzo; Salvatore Troisi; Antonio Angrisano,Salvatore Gaglione; Silvio Del Pizzo; Salvatore Troisi,Conference Paper,"Proceedings of ISPRS Technical Commission II ""Towards Photogrammetry 2020""",,,,,,,,,,,,,eng,drupal,148,1,yes,missing_doi,,legacy_drupal_historical,
drupal-212,2018,,Position accuracy analysis of a robust vision-based navigation system,Salvatore Gaglione; Silvio Del Pizzo; Salvatore Troisi; Antonio Angrisano,Salvatore Gaglione; Silvio Del Pizzo; Salvatore Troisi,Conference Paper,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,,,,,,10.5194/isprs-archives-XLII-2-355-2018,10.5194/isprs-archives-XLII-2-355-2018,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048361729&doi=10.5194%2fisprs-archives-XLII-2-355-2018&partnerID=40&md5=fe395813d5f316330f8bd6b71295b535,,eng,drupal,212,1,yes,,,legacy_drupal_historical,
drupal-145,2018,,Reliable vessel attitude estimation by wide angle camera,Silvio Del Pizzo; Salvatore Gaglione; Antonio Angrisano; Giuseppe Salvi; Salvatore Troisi,Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi,Journal Article,Measurement: Journal of the International Measurement Confederation,,,,127,,314-324,10.1016/j.measurement.2018.05.104,10.1016/j.measurement.2018.05.104,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048158987&doi=10.1016%2fj.measurement.2018.05.104&partnerID=40&md5=37a32db506f1bd53d241509ca2094f96,,eng,drupal,145,1,yes,,,legacy_drupal_historical,
drupal-211,2018,,Reliable vessel attitude estimation by wide angle camera,Silvio Del Pizzo; Salvatore Gaglione; Antonio Angrisano; Giuseppe Salvi; Salvatore Troisi,Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi,Journal Article,Measurement: Journal of the International Measurement Confederation,,,,127,,314-324,10.1016/j.measurement.2018.05.104,10.1016/j.measurement.2018.05.104,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048158987&doi=10.1016%2fj.measurement.2018.05.104&partnerID=40&md5=37a32db506f1bd53d241509ca2094f96,,eng,drupal,211,1,yes,,,legacy_drupal_historical,
drupal-210,2018,,Sensing the submerged landscape of Nisida Roman harbour in the gulf of Naples from integrated measurements on a USV,Gaia Mattei; Salvatore Troisi; Pietro PC Aucelli; Gerardo Pappone; F. Peluso; M. Stefanile,Salvatore Troisi,Journal Article,Water (Switzerland),,,,10,,,10.3390/w10111686,10.3390/w10111686,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056797180&doi=10.3390%2fw10111686&partnerID=40&md5=3563d79a9000695bb8aba702e66fe081,,eng,drupal,210,1,yes,"ambiguous_author:Aucelli, P.P.C.",,legacy_drupal_historical,
drupal-149,2018,,Using local redundancy to improve GNSS absolute positioning in harsh scenario,Antonio Angrisano; Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi; Mario Vultaggio,Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi,Journal Article,ACTA IMEKO,,,,7,,,10.21014/acta_imeko.v7i2.538,10.21014/acta_imeko.v7i2.538,,,,,eng,drupal,149,1,yes,,,legacy_drupal_historical,
drupal-143,2017,,Enhanced pseudorange weighting scheme using local redundancy,Antonio Angrisano; Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi; Mario Vultaggio,Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi,Conference Paper,IMEKO TC19 workshop on Metrology for the Sea,,,,,,,,,,,,,eng,drupal,143,1,yes,missing_doi,,legacy_drupal_historical,
drupal-138,2017,,Fuzzy techniques applied to GNSS for quality assessment and reliability testing in difficult signal scenarios,Anna Innac,,Thesis,,,,,,,,,,,,,,eng,drupal,138,1,yes,missing_doi,,legacy_drupal_historical,
drupal-142,2017,,PERSEO (Piattaforma Embedded per la Ricerca del Sentiero di atterraggio ed Ostacoli) - Embedded Platform for UAS Landing Path and Obstacles Detection.,Umberto Papa,,Thesis,,,,,,,,,,,,,,eng,drupal,142,1,yes,missing_doi,,legacy_drupal_historical,
drupal-137,2017,,Robust Estimation Methods Applied to GPS in Harsh Environments,Salvatore Gaglione; Anna Innac; Sonia Carbone Pastore; Salvatore Troisi; Antonio Angrisano,Salvatore Gaglione; Salvatore Troisi,Miscellaneous,,,,,,,,,,,,,"Satellite navigation is very widespread in civil society; many devices and services exploit this technology and several systems are in use or in development phase. GNSS receiver, embedded in devices used in daily life (smartphones, cars and so on), works in several conditions and operational scenarios. Ensuring good positioning accuracy is challenging, especially in environment where receiver measurements are affected by gross errors, such as urban canyons. In this paper, the benefit of robust estimators in case of multiple simultaneous blunders is investigated; several robust estimators were implemented and their performances are compared with classical techniques used in GNSS context (WLS, RAIM) using real data. Effectiveness of these methods raised from tests conducted in static and kinematic mode.",eng,drupal,137,1,yes,missing_doi,,legacy_drupal_historical,
drupal-144,2017,,Vessel attitude estimation by camera sensors,Silvio Del Pizzo; Salvatore Gaglione; Antonio Angrisano; Giuseppe Salvi; Salvatore Troisi,Silvio Del Pizzo; Salvatore Gaglione; Salvatore Troisi,Conference Paper,IMEKO TC19 workshop on Metrology for the Sea,,,,,,,,,,,,,eng,drupal,144,1,yes,missing_doi,,legacy_drupal_historical,
drupal-135,2016,May,Reliability testing for multiple GNSS measurement outlier detection,Anna Innac; M. Z. H. Bhuiyan; S. Söderholm; H. Kuusniemi; Salvatore Gaglione,Salvatore Gaglione,Conference Paper,2016 European Navigation Conference (ENC),,,,,,,10.1109/EURONAV.2016.7530540,10.1109/EURONAV.2016.7530540,,,,"Due to a rapid development of several Global Navigation Satellite Systems (GNSS), multiple constellations are available to enhance navigation performance and safety. With the growing number of satellite constellations, the task of the GNSS navigation is to deal with the differences among systems but, on the other hand, more great levels of integrity and satellite visibility can be expected. GNSS navigation applications have difficulties in signal degraded scenarios where the GNSS solution can be degraded by errors such as multipath and signals being obscured. RAIM (Receiver Autonomous Integrity Monitoring) is a method necessary for assessing integrity performance levels mainly in safety-critical applications. Classical RAIM techniques are based on the assumption model of a single outlier in the measurements, but with a future of higher satellite availability and for navigation conducted in urban canyon scenarios, the single outlier assumption is unrealistic. Therefore, reliability monitoring techniques need to be modified to be suitable for use cases with high signal degradation levels. The FDE (Fault Detection and Exclusion) schemes analysed in this research for reliability monitoring are the “Observation Subset Testing” and a modified approach based on a w-test (called in this paper Multiple Faults De-weighting-MFD). In order to improve their performance a novel Channel Quality Index (CQI) parameter was used to describe the measurement confidence and quality. To validate the proposed approaches, tests have been performed using simulated data with GPS, Galileo and BeiDou signals in a multipath environment.",eng,drupal,135,1,yes,,,legacy_drupal_historical,
drupal-136,2016,2016//,The overall motion induced interruptions as operability criterion for fishing vessels,Salvatore Gaglione; Vincenzo Piscopo; Antonio Scamardella,Salvatore Gaglione; Vincenzo Piscopo; Antonio Scamardella,Journal Article,,,,,21,3,517 - 532,,,,1437-8213,http://dx.doi.org/10.1007/s00773-016-0373-2,"A new index, namely the overall motion induced interruptions (OMII), is proposed as a seakeeping criterion for fishing vessels, to compare ships having different hull forms and dimensions by means of an only parameter, in a human centred approach, mainly related to the onboard risk level. Therefore, the first aim of the paper is to investigate the factors affecting fishing vessels’ seakeeping performances to improve them to reduce the high number of injuries occurring during fishing operations, mainly related to both risk perception and harsh weather conditions. Despite the classical approach, where motion induced interruption is determined for a certain sea state with regard to several location points, the new index accounts for all crew members’ positions on the working deck, all heading angles the vessel may experience during fishing operations, based on relevant operating scenario, and all sea states the ship may encounter in the fishing area. The influence of position, heading angles and sea states on the attained risk level is fully investigated, analysing seakeeping performances of four fishing vessels with different hull forms and dimensions. Finally, a new operability criterion is proposed, based on OMII, to investigate the influence of ship size and operating scenario on the risk of injuries during fishing operations. Main factors affecting fishing vessels’ seakeeping performances are fully discussed, paying attention to relevant correlation with ship roll natural period.",eng,drupal,136,1,yes,missing_doi,,legacy_drupal_historical,
drupal-128,2015,16–17 April,3D Models Comparison of complex shell in Undewater and dry Environments,Salvatore Troisi; Silvio Del Pizzo; Salvatore Gaglione; A Miccio; Rosa Linda Testa,Salvatore Troisi; Silvio Del Pizzo; Salvatore Gaglione,Conference Paper,Underwater 3D Recording and Modeling,,"F. Menna, E. Nocerino, S. Del Pizzo, F. Bruno, and",,,,,10.5194/isprsarchives-XL-5-W5-215-2015,10.5194/isprsarchives-XL-5-W5-215-2015,,,http://dx.medra.org/10.5194/isprsarchives-XL-5-W5-215-2015,"In marine biology the shape, morphology, texture and dimensions of the shells and organisms like sponges and gorgonians are very important parameters. For example, a particular type of gorgonian grows every year only few millimeters; this estimation was conducted without any measurement instrument but it has been provided after successive observational studies, because this organism is very fragile: the contact could compromise its structure and outliving. Non-contact measurement system has to be used to preserve such organisms: the photogrammetry is a method capable to assure high accuracy without contact. Nevertheless, the achievement of a 3D photogrammetric model of complex object (as gorgonians or particular shells) is a challenge in normal environments, either with metric camera or with consumer camera. Indeed, the successful of automatic target-less image orientation and the image matching algorithms is strictly correlated to the object texture properties and of camera calibration quality as well. In the underwater scenario, the environment conditions strongly influence the results quality; in particular, water's turbidity, the presence of suspension, flare and other optical aberrations decrease the image quality reducing the accuracy and increasing the noise on the 3D model. Furthermore, seawater density variability influences its refraction index and consequently the interior orientation camera parameters. For this reason, the camera calibration has to be performed in the same survey conditions. In this paper, a comparison between the 3D models of a Charonia Tritonis shell are carried out through surveys conducted both in dry and underwater environments.",eng,drupal,128,1,yes,"ambiguous_author:Testa, R L",,legacy_drupal_historical,
drupal-113,2015,,A Galileo IOV Assessment: Measurement and Position Domain,Ciro Gioia; Daniele Borio; Antonio Angrisano; Salvatore Gaglione; Joaquim Fortuny-Guasch,Salvatore Gaglione,Journal Article,GPS Solution,,,,19,2,199,10.1007/s10291-014-0379-3,10.1007/s10291-014-0379-3,,,,"The European GNSS, Galileo, is currently in its in-orbit validation (IOV) phase where four satellites are finally available for computing the user position. In this phase, the analysis of the measurements and position velocity and time (PVT) obtained from the IOV satellites can provide insight into the potentialities of the Galileo system. A methodology is suggested for the analysis of the Galileo IOV pseudorange and pseudorange rates collected from the E1 and E5 frequencies. Several days of data were collected and processed to determine figures of merit such as root mean square and maximum errors of the Galileo observables. From the analysis, it emerges that Galileo is able to achieve better accuracy than GPS. A thorough analysis of the PVT performance is also carried out using broadcast ephemerides. Galileo and GPS PVTs are compared under similar geometry conditions showing the potential of the Galileo system.",eng,drupal,113,1,yes,,,legacy_drupal_historical,
drupal-129,2015,June,Benefit of GNSS multiconstellation in position and velocity domain,Salvatore Gaglione; Antonio Angrisano; Pierluigi Freda; Anna Innac; Mario Vultaggio; N. Crocetto,Salvatore Gaglione,Conference Paper,"Metrology for Aerospace (MetroAeroSpace), 2015 IEEE",,,,,,,10.1109/MetroAeroSpace.2015.7180618,10.1109/MetroAeroSpace.2015.7180618,,,,,eng,drupal,129,1,yes,,,legacy_drupal_historical,
drupal-131,2015,June,GPS/Barometer augmented navigation system: Integration and integrity monitoring,Salvatore Gaglione; Antonio Angrisano; Gaetano Castaldo; Ciro Gioia; Anna Innac; L. Perrotta; Giuseppe Del Core; Salvatore Troisi,Salvatore Gaglione; Salvatore Troisi,Conference Paper,"Metrology for Aerospace (MetroAeroSpace), 2015 IEEE",,,,,,,10.1109/MetroAeroSpace.2015.7180647,10.1109/MetroAeroSpace.2015.7180647,,,,,eng,drupal,131,1,yes,,,legacy_drupal_historical,
drupal-130,2015,June,Inter-system Bias: Stability and impact on multi-constellation positioning,Ciro Gioia; Salvatore Gaglione; Daniele Borio,Salvatore Gaglione,Conference Paper,"Metrology for Aerospace (MetroAeroSpace), 2015 IEEE",,,,,,,10.1109/MetroAeroSpace.2015.7180635,10.1109/MetroAeroSpace.2015.7180635,,,,,eng,drupal,130,1,yes,,,legacy_drupal_historical,
drupal-133,2015,July,NeQuick Galileo version model: Assessment of a proposed version in operational scenario,Salvatore Gaglione; Antonio Angrisano; Ciro Gioia; Anna Innac; Salvatore Troisi,Salvatore Gaglione; Salvatore Troisi,Conference Paper,"Geoscience and Remote Sensing Symposium (IGARSS), 2015 IEEE International",,,,,,,10.1109/IGARSS.2015.7326603,10.1109/IGARSS.2015.7326603,,,,,eng,drupal,133,1,yes,,,legacy_drupal_historical,
drupal-134,2015,July,The first Galileo FOC satellites: From useless to essential,Salvatore Gaglione; Antonio Angrisano; Gaetano Castaldo; Pierluigi Freda; Ciro Gioia; Anna Innac; Salvatore Troisi; Giuseppe Del Core,Salvatore Gaglione; Salvatore Troisi,Conference Paper,"Geoscience and Remote Sensing Symposium (IGARSS), 2015 IEEE International",,,,,,,10.1109/IGARSS.2015.7326618,10.1109/IGARSS.2015.7326618,,,,,eng,drupal,134,1,yes,,,legacy_drupal_historical,
